text,sentiment
Langsung Bersih² saja Pak  Info dari berbagai kalangan banyak Para Menteri dan Pejabat Lainnya di Pemerintahan Sekarang yg diduga telah tersandung dugaan korupsi pada Rezim Sebelumnya.,negative
Terasa MENYAKITKAN ketika Wamen  membuka jendela pendapatan dari Judol karena LEBIH BANYAK Mudhorot daripada manfaatnya  DITANTANG untuk membentuk Satgas Judol seperti yang dilakukan era pemerintahan  Selengkapnya:  Oleh: FNN,negative
ngapain rombongan Mulyono memberi pukulan ke pemerintahan Prabowo yang masih baru mulai banget padahal Prabowo lagi cari duit buat bayar hutangnya Mulyono lha kalau negara udh abis duitnya keluarga Mulyono mau ambil duit dari mana emang mereka paham cara menghasilkan duit,negative
Cara menyelamatkan indonesia dengan mengesahkan RUU Hukum Mati dan di mulai dari orang istana dan pemerintahan sebelumnya dan di liput media Nasional dan internasional !!!,negative
Pemerintahan  tidak akan berjalan mulus selama sisa² kebobrokan yg di tinggalkan MULYONO tidak di tuntaskan utamanya terkait HUKUM (Korupsi Ijazah Palsu) dan HAM (KM-50)... FUFUFAFA juga akan selalu menjadi batu sandungan bagi,negative
Saat periode kedua pemerintahan Jokowi banyak pejabat yang kena wabah penyakit Tuti....... seperti halnya para oknum pejabat Jiwasraya....yang ingkar terhadap kewajiban membayar nasabah yang sdh jatuh tempo dan sdh pegang putusan pengadilan inkracht.,negative
Kalo you orang  merasa orang baik ayo bergabung dengan pak Prabowo jangan hanya mencari kejelekan pemerintahan yang baru berumur 3 (tiga) minggu..Paham,negative
Wkwkkw padahal klo ga diangkut tukang kayu ke pemerintahan 2019 belum tentu jg menang.. tersandera balas budi kepaksa jadiin fufufafa wapres kan,negative
Pemerintahan bersih Yakin pak Tanya dl adek nya pak kan adeknya bapak mantan org berkasus jg pak. Nanti org laen yg dipaksa utk bersih sementara keluarga sendiri anteng2 aje menikmati hasil kotor...,negative
Mereka yg katanya wakil rakyat dan yg d duduk d pemerintahan baik aparat penegak hukum dan aparatur negara mereka akan patuh taat loyal dgan yg kasih jabatan walaupun yg mengangkat itu sifat tabiatnya seperti fufufafa,negative
Yoi.. coba saran gw dalami kasus Yaqut Zulhas dan Airlangga Semoga lu sadar kenapa pemerintahan Prabowo ga sebaik yg lu pikir,negative
Aparat hukum nggak tahu hukum harus dihukum dengan hukum yang tak mencederai hukum.... Percuma sepertinya bicara hukum di saat Pemerintahan  sekalipun untuk kasus seperti ini...,negative
kabinet seken mantan mulyono buang n adili dulu pak! itu berbahaya utk tujuan cita cita bapak  yg inginkan pemerintahan yang bersih.,negative
wkwk aduin aja gatakut gw toh selama ini pemerintahan prabowo bagus noh si must a nice bisanya ngadu domba.. kemaren anak wabah kepanasan gara gara gibran cuman nyematin pesan ini jelas jelas ngetweet adu domba kok standar ganda kalian cuihh,negative
Apakah kejadian kayak gini akan jadi kebiasaan pada pemerintahan p Prabowo Kejaksaan bisa menahan orang tanpa ada bukti hanya berdasarkan 'aduan masyarakat' yg tdk jelas.,negative
Langkah terbaik untuk ANAK ABAH adalah bergabung dengan fans Prabowo. Kemudian tampil mengkritisi kubu Gibran jika dianggap melakukan ketidak pantasan dalam pemerintahan dan bernegara.,negative
Ingin pemerintahan bersih tapi membiarkan praktek politisasi kasus terjadi tepat di bawah hidungnya.,negative
Setuju banget kalau msh ikut d dalam satu pemerintahan prabowo.......gebrakan prabowo mau bersih² korupsi sulit terwujud krn di dalamnya justru berkumpul mentri yg terendus korup tapi kejakgung dan KPK tdkpunya nyali utk mengusutnya.......sama² bermasalah,negative
Mulyani katanya menteri keuangan  terbaik di dunia. Ya  Dia kepilih lagi di pemerintahan  dan  .. Ini ada kejadian sangat keji. Orang usaha kecil suka menolong rakyat malah dipalak sangat jahat.,negative
kalau Pemerintahan Pak  serius mengatasi Narkoba maka bentuk Satgas khusus dari 3 matra TNI.. n bumi hanguskan kampung2 Narkoba Tembak mati bandar n pengedar,negative
sedang ramai penangkapan Judol yg katanya Di pemerintahan Prabowo disikat habis tapi konsorsium 303 sama sekali tidak tersentuh bahkan rekening oknum Polri yg diduga menerima aliran dana dari judi disembunyikan hingga kini tidak terdengar kabar beritanya,negative
Kedua pegawai kemeninfo yang terlibat jadi orang yang sengkongkol utk mafia judi online hebat bukan Di tangan pemerintahan pak Prabowo kalian di sikat,negative
Makanya sikaat senua mentri2 lama yg KORUP pak pemerintahan tdk akan langgeng jika menahan orang2 KORUP..!!,negative
Anda betul Awalan ya jelas mempresekusi Warga Cirebon yg buka RM Masakan Padang dg harga yg bersahabat dg kantong rakyat. Jelas  wujud dari ormas RASIS  WAJIB TENDANG   Dari  dan dari pemerintahan.,negative
Jika Prabowo mau pemerintahan bersih Nusron wahid adalah pilihan cerdas namun kalau Prabowo ingin memanfaatkan Nusron Wahid karena beliau nampak botol sungguh bakal jadi bumerang. Bravo Gus Nusron,negative
Jangan bicara muluk2 ttg pemerintahan bersih  keberpihakan selalu kpd rakyat jika nyaris tiap hari ada aja berita oknum2 aparat pejabat yg berlaku seenaknya bahkan dzalim kpd rakyat yg harusnya diayomi Pak Prabowo. Tindak tegas oknum2  pejabat2 yg mengotori pemerintahan anda,negative
Tidak ada negara yang berhasil tanpa pemerintahan yang bersih.... Omon omon menteri kabinet bapak  banyak yang terindikasi korupsi bersih ndasmu ah !,negative
Hallah..kebanyahkan basa basi yg shrusnya yg dilkukan Pak  copot semua pejabat di kejagung..klau mau bersih2 dulu dipusat pemerintahan.. Sbntar lagi mau hari raya Bang Karni pasti butuh duit..setoran mana setoran,negative
Prabowo Akan Memerintah ala Soeharto Kata Pengamat Politik Universitas Queensland Australia. Pemerintahan gaya Soeharto ini dicirikan sentralitas politik yg bsr dan digunakannya pendekatan keamanan-militer pd semua kebijakan termsk kebijakan luar negeri,negative
Yang korup rezim jokowi berapa banyak kasus korupsi di pemerintahan dia sampai prabowo yg bersih2. Bener2 keluarga lu bodoh,negative
Nah yg sejak minggu ini Pemerintahan Prabowo lakukan cuma gimmik. Ga mau sentuh substansi masalah,negative
Prabowo leluasa karena tidak ada PDIP di pemerintahan. Langkah Jokowi sering terjegal. Contoh yang terlihat adalah pildun u-20. Juga tidak bisa ditahannya Hasto yang ngumpet di PTIK.,negative
Prabowo leluasa karena tidak ada PDIP di pemerintahan. Langkah Jokowi sering terjegal. Contoh yang terlihat adalah pildun u-20.,negative
disini kita bisa beranggapan bhwa 10 thun pemerintahan jokowi itu dipelihara dgn gemuk judol di indonesia.,negative
Kalo Prabowo diem aja... tidak ada tindakan apa apa untuk wakilnya yg aneh itu.... BULLSHIT pemerintahan era 2024 2029!!!!!!,negative
Bagai mana mungkin penjahat ada didalam institusinya kejahatannya bisa di berantas...kenapa di instansi pemerintahan selalu ada manusia bejat yg bisa hidup enak dengan uang rakyat....ini yg salah siapa coba...di harapkan pak prabowo bisa tegas dan menghukum se berat nya,negative
Kalau ada tidak ada uang mengalir ke Tom Lembong maka ini tindakan kejam yang dilakukan Pemerintahan Prabowo,negative
Berarti pemerintahan sebelumnya tidak melakukan pemberantasan judol ya bisa jujur jawabannya kan.,negative
Ngomong soal pemerintahan bersih ya sampingmu bersihkan dulu pak  si fufufafa itu,negative
Bapak Presiden  yth untuk ciptakan pemerintahan bersih dibutuhkan  yg kuat dan mandiri. Kembalikan  menjadi lembaga independen setelah dimatikan oleh Jokowi,negative
Prabowo itu nunjukin betapa berantakan dan kotornya pemerintahan Jokowi. Cuman elo ga mau akuin ya karena isi perut lu penuh dari bela hal gituan.,negative
Kenapa pemerintahan/menteri yang kemarin ga bisa nangkap...,negative
Artinya pemerintahan yg kemarin ndoweh....,negative
Solusinya bukan yg gratis2 dodol klo pemerintahan Prabowo ini menegakkan hukum memerintah dengan bersih jujur dan adil memikirkan rakyatnya pasti rakyat bisa bangun rumah sendiri tanpa perlu yg gratis2,negative
Awal2 pemerintahan Pak Prabowo malah ada gebrakan Jokowi begini. Malah memberi dorongan ke Pak Prabowo untuk ambil sikap,negative
Manusia Rusak Kronis Bgini Ko Masih Bercokol Aja Sih Di Pemerintahan Prabowo Apa Ga Ada Lagi SDM Berkualitas Negri Ini Utk Membangun Bangsa Ini Kearah Yang Lebih Baik Kedepan.,negative
Wah gimana nih   Om Dewan  bukannya Pak  mau membangun pemerintahan yg bersih dari korupsi Trus kenapa RUU Perampasan Aset gak masuk Prolegnas DPR,negative
Percuma...Bullshit PEMBERANTASAN KORUPSI...!!!..sejak berita Tom Lembong di garap semakin PESIMIS dengan pemerintahan sekarang soal KEADILAN DALAM MENINDAK KORUPTOR  PARA MALING UANG NEGERI INI!!!,negative
6. Pemerintahan Prabowo menjadi berkurang menganggarkn penambahn ruas jalan jembatan waduk bandara stadion PLB. Shg bs dialihkn utk program swasembada pangan kesejahteraan makn siang bergizi dll. 7. Jk Jokowi tdk memulainya mk perjalanan menuju Indonesia Emas mkn berat,negative
Padahal udah jadi Commisioner BUMN Ga ada puasnya.. akhirnya bisnis nya jadi jual network ke pemerintahan. Itu Rakyat Kecil pada makin susah pak gara2 Judol!! Semoga dibalas yang setimpal,negative
Ayok pak  pak . Pemerintahan bapak sedang di pantau media asing karena kasus ini yang sebenernya ini kelakuan mulyono tapi pemerintah sekarang yang di cap jelek. Dengan pemerintah yang di cap hukum jelek pasti menghambat kepercayaan investor kedepannya,negative
Penyakit2 kronis bawa an di Era Mulyono menjadi PR berat Pemerintahan Prabowo. Obatnya segera adili Mulyono dan Kroni2nya. Jgn lagi ada di Pemerintahan baru. Selama titipan Mulyono msh ada jgn harap Pemerintahan baru bisa bekerja dgn baik.,negative
sengaja iningin menjatuhkan marwah pemerintahan  masa iya tanpa ada bukti aliran dana bisa ditetapkan seseorang jadi tersangka...awal pemerintahan prabowo sdh mulai di goyah dari dalam,negative
Apa apanya si moelyono ini Dari semua Presiden RI jika sdh tidak menjabat pastinya juga tidak cewe cewe hal pemerintahan. Pantas saja di sebut GILA KEKUASAAN tingkah nya seperti ini.,negative
Sehingga birokrasi dapat berlangsung dengan efisien dan efektif. Belum Sebulan Bekerja Pemerintahan Prabowo Telah Tangkap Koruptor dari berbagai Kasus Korupsi,negative
Lha ini yg ngawur tidak ad satu pun negara di muka bumi ini yg menerapkan syariat Islam secara kaffah. Semua sudah terkontaminasi dengan sistem pemerintahan sekuler demokrasi. Ini faktanya. Jadi jangan berkiblat pada Afghanistan dalam melihat paradigma sistem pemerintahan Islam,negative
Pemerintahan Pak  yg di dukung oleh kader2  hari2 ini malah bergeser menjauh dari niatan menjaga Kesatuan Bangsa. Tindakan Primordialisme dan Sukuisme seperti ini adalah bibit disintegrasi berbangsa dan bernegara. cc :,negative
Waktu akan membuktikan apakah Prabowo mampu melepaskan dari cengkeraman Jokowi atau tidak namun diawal pemerintahan Prabowo terindikasi dicengkeram dg fakta menteri2 Jokowi yg diduga bermasalah tetap dipakai  melanjutkan tupoksinya.,negative
kalau sistem islam apa  lebih menuju ke elit politik lagi hanya orang-orang tertentu yang dianggap religius dan agamis dan kelompok tertentu yang bisa masuk pemerintahan. tidak harus menolak realita sudah dipraktekan dan rakyat banyak menderita. lihat saja luar negeri.,negative
Judi online itu ada sebelum pemerintahan Prabowo ada. Pertanyaannya selama ini kalian ngapain Min kok bekerja setelah pidato Prabowo,negative
Ayo pak  akan didukung Rakyat untuk Habisi Gerombolan Fufufafa di pemerintahan bapak,negative
Gibran  gerombolan akan merongrong pemerintahan pak  kl ga DIHABIS SEGERA,negative
Tukang bikin standar baru bukannya membantu malah bakal membebani pemerintahan .,negative
Pelan bobroknya pemerintahan jokowi dibuka oleh mentri prabowo.,negative
Lha skrng kejagung dibwh siapa Prabowo toh..anda  ketua komisi hukum DPR mngkoordinasi kejagung kan..selesaikn dong..jgn hanya ngecap doang..jgn ada subordinasi dlm pemerintahan Prabowo..batalkn Tsk ybs dgn SP3..,negative
kita tu sbg anak abah yg lu maksud tu bukan ngebelain TL tapi pengen semuanya diusut sampe tuntas tas tas tas koruptor semuanya diberantas tanpa tebang pilih dan justru ni ya kalo lu cuma nyalahin TL artinya lu yg ngebelain koruptor lain yg ada di dalam pemerintahan,negative
Hashim posisi di pemerintahan apa sih Stafsus atau sejenisnya Kalo sekedar karena adik Prabowo atau politisi Gerindra kok powerful gini... Negara macam apa ini adik presiden ikut ngatur2 pemerintahan. Gila!,negative
Wajar lah.. Dia ada berapa jabatan slm jd menteri jokowi 1 jabatan brp gaji ny Blm lagi kalo dapat fee dr setiap proyek skrng saja dia menjabat 2 jabatan di pemerintahan,negative
pemerintahan prabowo gibran tidak akan bisa stabil krn hanya berpondasikan pada buzzer influencer dan gimmick manipulasi kamuflase,negative
pak  ngga usah ngasih tempat buat jokowi pak bikin kacau aj dia nanti fokus aj ama pemerintahan yang sekarang ngga usah bawa beban pemerintahan lama yang baru aja juga udh kacau ama yang lama ngga usahlah bawa orang beban lagi bikin kacau,negative
Dan pemerintahan prabowo tampak mendukung bahkan mungkin menjadi bagian dari oligarki tersebut. Ehem... Itu bukunya curhat ttg dirinya sendiri ya berarti Klo gitu jadi serasa dy ngomong gitu kek ngancam orang² yg pinter dan jujur ya,negative
Pak  ... Jangan diam saja... Pemerintahan Anda baru merangkak lloohhh.... Masa jatuh dan jatuh lagi setelah berbagai blunder menteri Anda...,negative
lah emang kan jokowi juga suska kaya gitu. namnyua aja pemerintahan keberlanjutan ya di lanjutin sama yg baru,negative
Saat rezim pemerintahan Jokowi beberapa kali Jokowi perintahkan untuk berantas Judol sampai bentuk satgas Judi online diketuai Mantan Jenderal Bintang empat sekaligus Kemenko Polhukam tapi tidak ada hasil. Di Pemerintahan Prabowo Subianto cuma sekali perintahkan Polri dan,negative
bapa siapa...dikit sikit nyalahin pemerintahan,negative
Kpk modelan gini ud ketakar gmn pemerintahan  kedepan tak beda jauh ame 10thn ini banyak utangnye tp g produktif nyetak duit..susah rakyat e....tengok aja,negative
bahkan sampai di pemerintahan prabowo pun blm rilis jg tuh foto grup,negative
Bang dilantik juga Bru beberapa hari gbisa lngsung smuanya bres salahin tuh pemerintahan Mulyono yang kacrut,negative
Tp sudah pasti pemerintahan sekarang yg kena dampaknya Prabowo dianggap ga becus dalam menyelesaikan masalah  dianggap tebang pilih krn kasus ini digulirkan di saat Prabowo sudah menjabat,negative
bisa jadi sih ini skenario pembusukan citra pemerintahan prabowo dari dalam agar di 2029 turunan raja jawa dapat melenggang dengan mudah,negative
Berarti Jokowi masih mengendalikan pemerintahan prabowo ya!!! Prabowo tahu ato tidak tahu ato pura pura tidak tahu cuek bebek.,negative
Strategi mulyono aka pdip ini jangan2 cara main y.. Agar nama pemerintahan  jelek di masyarakat.. Tapi nnt dulu itu ketua  pun kalo di kulik balik pst lebih bangsat kali ya.. Kisi2 kecil dr ktp ganda dan istri muda (artis).. Blm yg lain y..,negative
Sepertinya di pemerintahan pak  Tdk ada keberanian mengusut mantan2 menteri nya pak MUL.. Aaaaahhhh... Ayoo pak jangan jadi penakut,negative
lah ini mah bisa di duga politik hukum untuk membrangus opisisi parah pemerintahan Pak  cc,negative
Apakah ini strategi mulyono dan pdip Agar rakyat menilai jelek pemerintahan prabowo..,negative
Anak presiden kok di bilang bkn bagian dr penyelenggara negara meski sdh pisah.sdangkan disisi yg lain ketum sbuah partai dmna pr kadernya jg bagian dr pemerintahan Pak Prabowo..yg bermaslah cara berpikiran kalian  ngak ada nyali..kbanyahkan alasan!!,negative
Oligarki didukung rrc tdk berani perang terbuka dg rakyat Indonesia. Mrk mainkan boneka2 nya di pemerintahan dan partai2 politik. Sebenernya rakyat sdh gak sabar nyambut perang ini. Ayo oligarki tunjukkan moncongmu!!,negative
Ayooo  Bersihkan Indonesia. Tapi bersihin diri sendiri dulu. Gak mau clean government apa Indonesia yang bersih bebas korupsi. Usul Pak  gampang kok melihat kejanggalan pejabat² pemerintahan di Jakarta. Bersliweran tiap hari. Dan mereka berani terang²an,negative
Aktivis lingkungan menilai pemerintahan Presiden Prabowo Subianto dan Wakil Presiden Gibran Rakabuming Raka akan semakin mengabaikan hak-hak masyarakat adat di Tanah Papua.,negative
Trik pembodohan publik agar terlihat kerja yg dimana gaji dan tunjangan nya yg sedikit pun tidak sebanding dg kinerja dan prestasi nya. Yg ada hanya mensejahterakan dia dan Para colony2 nya. Pahamilah itu adalah formalitas,negative
Woii.. Gmn ttg RUU Perampasan Asset itu Kapan di Syahkan. Jalan jalan mulu..sementara PR masih banyak di DPR RI. Hasil Kinerja pimpinan DPR mana.,negative
SETUJU..!!! semakin dia dijadikan media daring mk dia semakin bahagia mnding rakyat pelototin sj info kinerja kabinet gemuk..!!!,negative
Hasil surpay surpey 80% rakjat puas atas kinerja Raja Jamet itu yang paling diprioritaskan melebihi apapun,negative
Lah tapi menurutku yg dilakukan Anies masih wajar dalam debat mas kan yang diserang kinerja dan memang Prabowo seorang mentri Justru Prabowo diluar debat yang lebih parah mas kata katanya kasar kurang sekali sopannya,negative
Siapa menyusul KEPOLISIAN.. Bagaimana kabar FIRLY B Jangan lupa KEJAKGUNG dan Hakim Z beserta CS nya KPK anda harus berdiri sendiri macan ya Terkam jangan jadi kucing anggora. Program 100 hr kinerja PRABOWO cukup fantastis jika jujur.,negative
Uang buat bayar hutang bank darimana bung Kalo semata2 dihapus maka bank akan rugi dan uang yg dijadikan kredit itu adalah uang masyarakat pahami dulu kinerja lembaga keuangan jangan semata2 seneng dulu... Ntar ada konsekuensi pajak dinaikkan mata uang devaluasi dll,negative
Masih kita akui Kinerja nya Pak SBY ketika jadi Presiden langsung Dollar anjlok Harga Rupiah menaik..6 Rb perdollar dari 13 rb perdolar.,negative
NICKE WIDIAWATI orangnya PDIP. SIMON Orangnya Prabowo. Kinerja NICKE jg sebenarnya gak bagus2 amat. Hanya menang pencitraan POLES By media . Lihat saja data dalam 10 tahun terakhir kinerja PERTAMINA. Kinerja Nicke gak mencolok jelek gak bagus banget jg gak level biasa saja.,negative
Maklumin aja nder bocah ingusan PEMBENCI PRABOWO MMG GITU GA SUKA SAMA KINERJA YG TRANSPARAN.,negative
Sebelum ada bukti signifikan thp kinerja  khususny thp penegakkan hukum yg berkeadilan statement Ibu  hanyalah ilusi belaka..,negative
Kita liat kinerja  di era presiden  semoga dapat bermanfaat dan membuat jera para penipu yang ternyata sudah banyak memakan korban   tolong di periksa data dirinya dan publikasi atau saya yg akan melakukan nya sendiri,negative
Seharusnya Pak presiden RI  mengapresiasi kinerja prajurit-prajurit TNI-Polri. Mereka bukan saja menjaga negara tetapi nyawa mereka juga jadi taruhannya sementara para prajurit itu jauh dari kata sejahtera. Terpaksa banyak hutang pun krn desakan ambil rumah dan kendaraan,negative
Membiarkan judi online merajalela Fufufafa Apakah ProJO artinya Pro Judi Online ditinjau dari kinerja dalam pemberantasan judi online.,negative
Bapak presiden Prabowo sadar tidak  yg akan menghancurkan keinginan bapak dlm kabinet merah putih yaa MOELYONO. 18 menteri titipan MOELYONO adalah satu cara mengawasi kinerja bapak. Hati hati si MOELYONO adalah musang berbulu domba ..,negative
tiap bulan tuh selalu mati. matinya jg 7 hari. mau sampe kapan sih begini mulu perasaan wilayah lain (bahkan sekitarnya) aja tuh ga pernah mati loh. ini kok kawasan kebon manggis dan sekitarnya TIAP BULAN mati mulu ya gmn sih kinerja pam di sana mohon diusut pak,negative
Berantas Dulu Menteri-menteri Titipan Jokowi yg di Duga Korupsi baru Rakyat Percaya dg Kinerja Prabowo memberantas Korupsi...,negative
Yang gua pikirin pas kabinetnya Prabowo gemuk begitu bukan bakal gimana ni kinerja dll dsb Tapi lebih ke makin banyak aja nih pejabat pake strobo yang ngerasa paling berhak pake jalan begini. Mau macet kek gimana juga lo tetep aja mesti minggir buat mereka jalan,negative
Jenderal  hrs mengawasi dgn ketat Kinerja Para Menteri nya pasang mata dgn tajam2 setajam pisau Komando  maupun  Jgn sampai uang APBN habis tapi tdk ada wujudnya  Jenderal  hrs mencopot   otak kosong sbg Wapres.,negative
Jenderal  Ngapain  utk apa kok msh sempat bersenda gurau dgn Si Tukang Kayu itu Mulyono Alias  Si Pengkhianat itu. Ini sdh waktunya utk bekerja awasi dgn ketat kinerja para Menteri bisa kerja atau tdk mereka itu bukan malah ngopeni Mulyono itu.,negative
Woi ingata ya tanpa pak jokowi prabowo belum tentu bisa mimpin negara ini dan tanpa pak jokowi belum tentu prabowo bisa jadi presiden. Ingat itu..!! Pak jokowi presiden terbaik di indonesia jadi sangat wajar jika pak jokowi harus mengevaluasi  mengendalikan kinerja prabowo.,negative
keren sih..tapi setiap gebrakan prabowo justru semakin memperjelas betapa bobroknya kinerja rezim sebelumnya.. gak jadi keberlanjutan malah gasss perubahan..,negative
Ini laporan hasil kinerja ke tuan nya ya Kirain macan Asia.. Nyatane cuma kucing manutan,negative
Masih beranikah penegak hukum menangkap budi arie.. Pertanyaan keras bagi Polri..dalam penegakan hukum Tanpa tebang pilih..menegakan supremasi hukum di negara ini.! Jangan ada politikus dalam kasus ini.!kita tunggu kinerja kapolri dalam 100 hari kerja kabinet prabowo. Miris,negative
Kreativitas pun akan terhambat dan inovasi dalam pelayanan publik menjadi sangat terbatas. Dalam jangka panjang kondisi ini berpotensi menumbuhkan budaya apatis di mana pegawai merasa tidak ada tantangan baru dan kehilangan sense of urgency untuk meningkatkan kinerja.,negative
Sampai hari ini mereka bukannya mengawasi kinerja dan kebijakan pemerintah tp fokus dan konsisten benci ke keluarga pak jokowi,negative
Bapak harusnya melapor kinerja bpk ke DPR itupun biasa lwat mentri2 bukan ke mantan pak. Sy sebgia rakyat malu melihatnya. Kalaupun mau mlpor bisa aja diwakilin ma wapres drpd dia gak ada kerjaan.,negative
Setuju kalau ini tdk dilakukan prabowo akan banyak sekali riuh riuh demo mahasiswa buruh dll yg menuntut jokowi dan keluarganya di adili ini akan mengganggu kinerja kabinet merah putih prabowo akan tersandera oleh KKN jokowi dan anak anak menantunya ini bahaya buat prabowo,negative
Iya Anies personal banget sama junjunganlu Anies ngatain Prabowo TNI pecatan anak homo cerai bijik tinggal satu agama nya gak jelas tukang culik.. maunya Anies nyerang kinerja sebagai menhan doang kan harus nya dongo boleh tapi jangan diborong semua,negative
Cuma buat memperlihatkan kinerja kabinet prabowo lebih baik daripada kabinet jokowi padahal sama aja gak akan ilang tuh judol,negative
Satu langkah satu persepsi ! Pecat faksi mulyono yg bikin sengsara rakyat Pak  Jangan sampai menggangu kinerja Pak Presiden buat mensejahterakan rakyat dan mencerdaskan bangsa,negative
Maaf pak  masak sih menteri seperti ini msh mau di lanjutkan kerja aja blm Sdh minta tambahan anggaran... setidaknya buktikan dulu kinerja dia,negative
Yang pastinya Jokowi meninggal kinerja yang buruk. Dengan melindungi para bos judi online. Sekarang malah terungkap di jaman pak Prabowo kalo pemerintah telah melindungi para mafia judi online.,negative
Untung saya jauh kalau tidak udah saya pukul ini kepalanya yg mengkilap pakai sandal. Setiap liat Darto emosi aja bawaannya. Pak  ini orang di reshuffle saja secepatnya pak mengganggu kinerja bapak saja.,negative
Kinerja Prabowo 11/100,negative
Gebrakan pertama Prabowo dibidang hukum adalah memenjarakan  Padahal seharusnya Jokowi yg harus dipenjara sebab kinerja setiap menteri sudah pasti seizin atau atas perintah presiden.,negative
Emang basic nya seorang pekerja Ibu meutya seorang jurnalis di lapangan reporter di daerah perang beda emang yg ujug2 jadi menteri sebaiknya pak  6 BLN berikut pilih menteri dari kalangan profesional gpp dari parpol tapi yg terbukti kinerja kurangi ketum2 partai nya,negative
Melihat kinerja Budi Arie jelas dia tidak mampu sebagai menteri. Menteri bukan jabatan politis harus orang profesional dan berkompeten.,negative
11/100 kinerja Prabowo,negative
SUDAH SEHARI KALIAN ABAIKAN DM SAYA ! SUDAH HAMPIR SEMINGGU BAHAS MASALAH PAKET SAYA TIDAK SELESAI! MOHON DIUSUT PAK KINERJA BUMN INDIHOME INI SUDAH BANYAK MERUGIKAN SAYA   SELAIN KORUPSI JARINGAN MEREKA KORUPSI WAKTU JUGA,negative
boleh juga dipertimbangkan utk digabung lagi dg TNI keknya kinerja Polri makin turun jauh setelah dipisah...,negative
Harap Harap Cemas. Sebagai mantan menteri Kominfo harusnya dia bertanggung jawab atas kinerja anak buahnya. Mohon diperiksa pak pol.,negative
ini menteri kebnyakan nuntut .. kerja blm kliatan hasilnye ud bnyak mau nye ..  tolong di liat nih kinerja nih orng ..,negative
DOMBA FUFU FAFA tidak Mampu merusak Keharmonisan  Kinerja Presiden  Wapres   juga Para Menteri Kabinet Merah Putih,negative
Aaya setuju cuitan ini pak  andq perlu ganti  semoga kayak keminfo kliatan kinerja kliatan buat masyarakat banyak,negative
Lagi2 pidato yg ber api2 penuh semangat Tp kelakuan para pembantunya tampak tdk mencerminkan apa yg di pidatokan prabowo Gw mau lihat kinerja para pembantunya ke depan,negative
Rakyat juga sudah faham rezim terdahulu ada upaya menurunkan citra kinerja  Dimata rakyat Indonesia solusinya habisi semua orang² Jokowi disemua kementerian sebelum munculnya lembaga ² survei para brazzer bayaran.,negative
ga takut masuk neraka mbak memfitnah dan memutar balikkan fakta Anak kecil jg tau kinerja prabowo ini krn data jokowi. Goblog dipelihara,negative
Lalu disaat yg bersamaan para kepsek yg sekolahnya dapat dana BOS prestasi atau BOS Kinerja itu dipalakin sekitar 10% dari dana yg diterima... Jadi siapapun menterinya kalau ASN/PNS masih aman-aman aja yaaa percuma! Mau ganti berapa kali presiden pun percuma,negative
menteri yg wajib di wipeout setelah 100hari kinerja  bikin telaah yg komprehensif jangan asal minta anggaran bosen denger narasi SOK from zero to hero dulu pns bla bla skr bisa jadi menteri... kerja dulu yg bener woei bukan duit dulu,negative
Justru orang hebat itu bs mengoptimalkan apa yg ada dan menghasilkan kinerja terbaik. Prabowo sprtnya sdh salah pilih menteri. Suara doang yg kenceng tp manajerial nol,negative
saya yakin gak sampai 6bulan pasti dia reshuffle..malu cuk pak Prabowo ngangkat dia..yakin saya..hahahaha..kinerja gak keliatan ..mintanya ugal2an,negative
pak  mumpung baru pak jadi sikat aja semua judul dan para pendukungnya hukum import dan HAM termasuk KM 50 Krn kalo kelamaan kinerja Jokowi yg amburadul ini imbas ke bapak dan harus tanggung jawab,negative
Jaman harto aku gga suka jaman habibi aku gga sukaJaman gusdur aku sukaJaman mega aku gga sukaJaman sby aku sukaJamaan jkw aku sukaMasa aku harus mati  dalam keadaan membenci presiden Kan dia mahluk Tuhan juga. Menghina mahluk Tuhan sama dengan membenci pencipta mahluk tsb yakni Tuhan Alloh. Masa aku mati dalam keadaan membenci terus,negative
UU perampasan aset segera sahkan,negative
Memang betul. Banyak kasus dipenjara gara gara perut kosong,negative
"Bravoo, naah gini kan enaaaak, GK kyk yng kemarentuh",negative
Menurut saya..pemberian makan gratis utk anak sekolah adalah kesempatan korupsi bagi pelaksana terutama di daerah..,negative
Bangsa ini sudah banyak mengeluh masalah UMKM pak.. ingat pak masalah di Kuba makan gratis pada rakyat ya.. kalau bisa pak UMKM kita bangkit pak..tolong pak tiktok shop di teliti lagi pak..banyak gara gara tiktok shop buka.umkm semua daerah gulung tikar..,negative
Selama tdk mengsah kan uu perampasan maka semua akan sama aja. Omdo doang,negative
"Pejabat dan boss, kebanyakan serakah. Mereka gak tahu material atau kepuasan material akan tak pernah memberikan kepuasan. Berapapun kita punya akan selalu kekurangan.Inilah sifat manusia yang bermorah rendah. Apalagi dana yang di dapati dari korupt sama sekali tidak bermoral. Atau di philosophy bisa di bilang lebih rendah dari hewan",negative
Kurupsi kelar indonesia maju. Buat dong uu mati buat kuruptor..mereka ini penghianat lo,negative
Anak² di pesantren lbh perlu di ksh mkn siang krn se hari² makanan sangat minim dan sederhana,negative
Hapus tiktok pak.. umkm kita hancur semua dan banyak gulung tikar gara gara tiktok shop..,negative
"Meruwat menterinya, yang tak bersih akan terbuang, gerbang kalasuba di depan mata",negative
